title,metaphoneA,metaphoneB,ngramsA,ngramsB
apradh niyantran times,APRTNNTRNTMS,,"[('A', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'N'), ('T', 'N', 'N'), ('N', 'N', 'T'), ('N', 'T', 'R'), ('T', 'R', 'N'), ('R', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]",[]
seelampur times,SLMPRTMS,,"[('S', 'L', 'M'), ('L', 'M', 'P'), ('M', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
manjeera times,MNJRTMS,,"[('M', 'N', 'J'), ('N', 'J', 'R'), ('J', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
audio & video trade times,ATFTTRTTMS,,"[('A', 'T', 'F'), ('T', 'F', 'T'), ('F', 'T', 'T'), ('T', 'T', 'R'), ('T', 'R', 'T'), ('R', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
iqra times,AKRTMS,,"[('A', 'K', 'R'), ('K', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
amiya times,AMTMS,,"[('A', 'M', 'T'), ('M', 'T', 'M'), ('T', 'M', 'S')]",[]
ujesha times,AJXTMS,,"[('A', 'J', 'X'), ('J', 'X', 'T'), ('X', 'T', 'M'), ('T', 'M', 'S')]",[]
corporate news network times,KRPRTNSNTRKTMS,,"[('K', 'R', 'P'), ('R', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'N'), ('T', 'N', 'S'), ('N', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'R'), ('T', 'R', 'K'), ('R', 'K', 'T'), ('K', 'T', 'M'), ('T', 'M', 'S')]",[]
jain ahimsa times,JNHMSTMS,ANHMSTMS,"[('J', 'N', 'H'), ('N', 'H', 'M'), ('H', 'M', 'S'), ('M', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]","[('A', 'N', 'H'), ('N', 'H', 'M'), ('H', 'M', 'S'), ('M', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]"
times asia sanskaran,TMSSSNSKRN,,"[('T', 'M', 'S'), ('M', 'S', 'S'), ('S', 'S', 'S'), ('S', 'S', 'N'), ('S', 'N', 'S'), ('N', 'S', 'K'), ('S', 'K', 'R'), ('K', 'R', 'N')]",[]
agro times patrika,AKRTMSPTRK,,"[('A', 'K', 'R'), ('K', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S'), ('M', 'S', 'P'), ('S', 'P', 'T'), ('P', 'T', 'R'), ('T', 'R', 'K')]",[]
jain times,JNTMS,ANTMS,"[('J', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]","[('A', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]"
professional times,PRFSNLTMS,,"[('P', 'R', 'F'), ('R', 'F', 'S'), ('F', 'S', 'N'), ('S', 'N', 'L'), ('N', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
krishi times,KRXTMS,,"[('K', 'R', 'X'), ('R', 'X', 'T'), ('X', 'T', 'M'), ('T', 'M', 'S')]",[]
black belt india times,PLKPLTNTTMS,,"[('P', 'L', 'K'), ('L', 'K', 'P'), ('K', 'P', 'L'), ('P', 'L', 'T'), ('L', 'T', 'N'), ('T', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
cma times,KMTMS,,"[('K', 'M', 'T'), ('M', 'T', 'M'), ('T', 'M', 'S')]",[]
aggarwal vivah times,AKRLFFTMS,,"[('A', 'K', 'R'), ('K', 'R', 'L'), ('R', 'L', 'F'), ('L', 'F', 'F'), ('F', 'F', 'T'), ('F', 'T', 'M'), ('T', 'M', 'S')]",[]
times of medicine,TMSFMTSN,,"[('T', 'M', 'S'), ('M', 'S', 'F'), ('S', 'F', 'M'), ('F', 'M', 'T'), ('M', 'T', 'S'), ('T', 'S', 'N')]",[]
hind ki awaz times,HNTKSTMS,HNTKTSTMS,"[('H', 'N', 'T'), ('N', 'T', 'K'), ('T', 'K', 'S'), ('K', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]","[('H', 'N', 'T'), ('N', 'T', 'K'), ('T', 'K', 'T'), ('K', 'T', 'S'), ('T', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]"
the detective times,0TTKTFTMS,TTTKTFTMS,"[('0', 'T', 'T'), ('T', 'T', 'K'), ('T', 'K', 'T'), ('K', 'T', 'F'), ('T', 'F', 'T'), ('F', 'T', 'M'), ('T', 'M', 'S')]","[('T', 'T', 'T'), ('T', 'T', 'K'), ('T', 'K', 'T'), ('K', 'T', 'F'), ('T', 'F', 'T'), ('F', 'T', 'M'), ('T', 'M', 'S')]"
gyan times,KNTMS,JNTMS,"[('K', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]","[('J', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]"
hosiery & textile times,HSRTKSTLTMS,,"[('H', 'S', 'R'), ('S', 'R', 'T'), ('R', 'T', 'K'), ('T', 'K', 'S'), ('K', 'S', 'T'), ('S', 'T', 'L'), ('T', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
nalanda times,NLNTTMS,,"[('N', 'L', 'N'), ('L', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
raghukul times,RKLTMS,,"[('R', 'K', 'L'), ('K', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
sabhar times,SPRTMS,,"[('S', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
yudh veer times,ATFRTMS,,"[('A', 'T', 'F'), ('T', 'F', 'R'), ('F', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
dharmender times,TRMNTRTMS,,"[('T', 'R', 'M'), ('R', 'M', 'N'), ('M', 'N', 'T'), ('N', 'T', 'R'), ('T', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
chemical and polymer times,KMKLNTPLMRTMS,,"[('K', 'M', 'K'), ('M', 'K', 'L'), ('K', 'L', 'N'), ('L', 'N', 'T'), ('N', 'T', 'P'), ('T', 'P', 'L'), ('P', 'L', 'M'), ('L', 'M', 'R'), ('M', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
eternal times,ATRNLTMS,,"[('A', 'T', 'R'), ('T', 'R', 'N'), ('R', 'N', 'L'), ('N', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
janpriya times,JNPRTMS,ANPRTMS,"[('J', 'N', 'P'), ('N', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]","[('A', 'N', 'P'), ('N', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]"
sai sena times,SSNTMS,,"[('S', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]",[]
gobind sadan times,KPNTSTNTMS,,"[('K', 'P', 'N'), ('P', 'N', 'T'), ('N', 'T', 'S'), ('T', 'S', 'T'), ('S', 'T', 'N'), ('T', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]",[]
prashasan times,PRXSNTMS,,"[('P', 'R', 'X'), ('R', 'X', 'S'), ('X', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]",[]
krushak times,KRXKTMS,,"[('K', 'R', 'X'), ('R', 'X', 'K'), ('X', 'K', 'T'), ('K', 'T', 'M'), ('T', 'M', 'S')]",[]
raghav samarpan times,RFSMRPNTMS,,"[('R', 'F', 'S'), ('F', 'S', 'M'), ('S', 'M', 'R'), ('M', 'R', 'P'), ('R', 'P', 'N'), ('P', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]",[]
palam times,PLMTMS,,"[('P', 'L', 'M'), ('L', 'M', 'T'), ('M', 'T', 'M'), ('T', 'M', 'S')]",[]
shakuntala times,XKNTLTMS,,"[('X', 'K', 'N'), ('K', 'N', 'T'), ('N', 'T', 'L'), ('T', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
bairva times,PRFTMS,,"[('P', 'R', 'F'), ('R', 'F', 'T'), ('F', 'T', 'M'), ('T', 'M', 'S')]",[]
jain sangam times,JNSNKMTMS,ANSNKMTMS,"[('J', 'N', 'S'), ('N', 'S', 'N'), ('S', 'N', 'K'), ('N', 'K', 'M'), ('K', 'M', 'T'), ('M', 'T', 'M'), ('T', 'M', 'S')]","[('A', 'N', 'S'), ('N', 'S', 'N'), ('S', 'N', 'K'), ('N', 'K', 'M'), ('K', 'M', 'T'), ('M', 'T', 'M'), ('T', 'M', 'S')]"
dharam prachand awaz times,TRMPRKNTSTMS,TRMPRKNTTSTMS,"[('T', 'R', 'M'), ('R', 'M', 'P'), ('M', 'P', 'R'), ('P', 'R', 'K'), ('R', 'K', 'N'), ('K', 'N', 'T'), ('N', 'T', 'S'), ('T', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]","[('T', 'R', 'M'), ('R', 'M', 'P'), ('M', 'P', 'R'), ('P', 'R', 'K'), ('R', 'K', 'N'), ('K', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'S'), ('T', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]"
raja babu times,RJPPTMS,RHPPTMS,"[('R', 'J', 'P'), ('J', 'P', 'P'), ('P', 'P', 'T'), ('P', 'T', 'M'), ('T', 'M', 'S')]","[('R', 'H', 'P'), ('H', 'P', 'P'), ('P', 'P', 'T'), ('P', 'T', 'M'), ('T', 'M', 'S')]"
rajneeti times,RNTTMS,,"[('R', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
vir surya times,FRSRTMS,,"[('F', 'R', 'S'), ('R', 'S', 'R'), ('S', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
sagar prerna times,SKRPRRNTMS,,"[('S', 'K', 'R'), ('K', 'R', 'P'), ('R', 'P', 'R'), ('P', 'R', 'R'), ('R', 'R', 'N'), ('R', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]",[]
craft times,KRFTTMS,,"[('K', 'R', 'F'), ('R', 'F', 'T'), ('F', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
travel times,TRFLTMS,,"[('T', 'R', 'F'), ('R', 'F', 'L'), ('F', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
rashtriya lokshakti times,RXTRLKXKTTMS,,"[('R', 'X', 'T'), ('X', 'T', 'R'), ('T', 'R', 'L'), ('R', 'L', 'K'), ('L', 'K', 'X'), ('K', 'X', 'K'), ('X', 'K', 'T'), ('K', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
jhulelal sindhu dhara times,JLLLSNTTRTMS,ALLLSNTTRTMS,"[('J', 'L', 'L'), ('L', 'L', 'L'), ('L', 'L', 'S'), ('L', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'R'), ('T', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]","[('A', 'L', 'L'), ('L', 'L', 'L'), ('L', 'L', 'S'), ('L', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'R'), ('T', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]"
mohyal times,MHLTMS,,"[('M', 'H', 'L'), ('H', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
scooter times,SKTRTMS,,"[('S', 'K', 'T'), ('K', 'T', 'R'), ('T', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
social and secular times,SSLNTSKLRTMS,SXLNTSKLRTMS,"[('S', 'S', 'L'), ('S', 'L', 'N'), ('L', 'N', 'T'), ('N', 'T', 'S'), ('T', 'S', 'K'), ('S', 'K', 'L'), ('K', 'L', 'R'), ('L', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]","[('S', 'X', 'L'), ('X', 'L', 'N'), ('L', 'N', 'T'), ('N', 'T', 'S'), ('T', 'S', 'K'), ('S', 'K', 'L'), ('K', 'L', 'R'), ('L', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]"
aarsh times,ARXTMS,,"[('A', 'R', 'X'), ('R', 'X', 'T'), ('X', 'T', 'M'), ('T', 'M', 'S')]",[]
sumit shining life times,SMTXNNKLFTMS,,"[('S', 'M', 'T'), ('M', 'T', 'X'), ('T', 'X', 'N'), ('X', 'N', 'N'), ('N', 'N', 'K'), ('N', 'K', 'L'), ('K', 'L', 'F'), ('L', 'F', 'T'), ('F', 'T', 'M'), ('T', 'M', 'S')]",[]
medico-technical times,MTKTKNKLTMS,,"[('M', 'T', 'K'), ('T', 'K', 'T'), ('K', 'T', 'K'), ('T', 'K', 'N'), ('K', 'N', 'K'), ('N', 'K', 'L'), ('K', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
chand times,XNTTMS,,"[('X', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
leo times,LTMS,,"[('L', 'T', 'M'), ('T', 'M', 'S')]",[]
magadh times,MKTTMS,,"[('M', 'K', 'T'), ('K', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
revenue transparency times,RFNTRNSPRNSTMS,,"[('R', 'F', 'N'), ('F', 'N', 'T'), ('N', 'T', 'R'), ('T', 'R', 'N'), ('R', 'N', 'S'), ('N', 'S', 'P'), ('S', 'P', 'R'), ('P', 'R', 'N'), ('R', 'N', 'S'), ('N', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]",[]
gudbud ghotala times,KTPTKTLTMS,,"[('K', 'T', 'P'), ('T', 'P', 'T'), ('P', 'T', 'K'), ('T', 'K', 'T'), ('K', 'T', 'L'), ('T', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
cargo times,KRKTMS,,"[('K', 'R', 'K'), ('R', 'K', 'T'), ('K', 'T', 'M'), ('T', 'M', 'S')]",[]
media times ahead,MTTMSHT,,"[('M', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S'), ('M', 'S', 'H'), ('S', 'H', 'T')]",[]
iconic times,AKNKTMS,,"[('A', 'K', 'N'), ('K', 'N', 'K'), ('N', 'K', 'T'), ('K', 'T', 'M'), ('T', 'M', 'S')]",[]
indo malaysian times,ANTMLSNTMS,ANTMLXNTMS,"[('A', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'L'), ('M', 'L', 'S'), ('L', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]","[('A', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'L'), ('M', 'L', 'X'), ('L', 'X', 'N'), ('X', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]"
karan vir times,KRNFRTMS,,"[('K', 'R', 'N'), ('R', 'N', 'F'), ('N', 'F', 'R'), ('F', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
premier times,PRMRTMS,,"[('P', 'R', 'M'), ('R', 'M', 'R'), ('M', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
vasant kunj times,FSNTKNJTMS,,"[('F', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'K'), ('T', 'K', 'N'), ('K', 'N', 'J'), ('N', 'J', 'T'), ('J', 'T', 'M'), ('T', 'M', 'S')]",[]
public grievance times,PPLKRFNSTMS,,"[('P', 'P', 'L'), ('P', 'L', 'K'), ('L', 'K', 'R'), ('K', 'R', 'F'), ('R', 'F', 'N'), ('F', 'N', 'S'), ('N', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]",[]
bad debts recovery times,PTTPTSRKFRTMS,,"[('P', 'T', 'T'), ('T', 'T', 'P'), ('T', 'P', 'T'), ('P', 'T', 'S'), ('T', 'S', 'R'), ('S', 'R', 'K'), ('R', 'K', 'F'), ('K', 'F', 'R'), ('F', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
obesity times,APSTTMS,,"[('A', 'P', 'S'), ('P', 'S', 'T'), ('S', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
prabhat commercial times,PRPTKMRSLTMS,PRPTKMRXLTMS,"[('P', 'R', 'P'), ('R', 'P', 'T'), ('P', 'T', 'K'), ('T', 'K', 'M'), ('K', 'M', 'R'), ('M', 'R', 'S'), ('R', 'S', 'L'), ('S', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]","[('P', 'R', 'P'), ('R', 'P', 'T'), ('P', 'T', 'K'), ('T', 'K', 'M'), ('K', 'M', 'R'), ('M', 'R', 'X'), ('R', 'X', 'L'), ('X', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]"
veer satta times,FRSTTMS,,"[('F', 'R', 'S'), ('R', 'S', 'T'), ('S', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
bharat sahara times,PRTSHRTMS,,"[('P', 'R', 'T'), ('R', 'T', 'S'), ('T', 'S', 'H'), ('S', 'H', 'R'), ('H', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
devki nandan times,TFKNNTNTMS,,"[('T', 'F', 'K'), ('F', 'K', 'N'), ('K', 'N', 'N'), ('N', 'N', 'T'), ('N', 'T', 'N'), ('T', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]",[]
saheed bhagat singh times,SHTPKTSNKTMS,,"[('S', 'H', 'T'), ('H', 'T', 'P'), ('T', 'P', 'K'), ('P', 'K', 'T'), ('K', 'T', 'S'), ('T', 'S', 'N'), ('S', 'N', 'K'), ('N', 'K', 'T'), ('K', 'T', 'M'), ('T', 'M', 'S')]",[]
sai neem times,SNMTMS,,"[('S', 'N', 'M'), ('N', 'M', 'T'), ('M', 'T', 'M'), ('T', 'M', 'S')]",[]
learning times,LRNNKTMS,,"[('L', 'R', 'N'), ('R', 'N', 'N'), ('N', 'N', 'K'), ('N', 'K', 'T'), ('K', 'T', 'M'), ('T', 'M', 'S')]",[]
intellectual law times,ANTLKTLLTMS,,"[('A', 'N', 'T'), ('N', 'T', 'L'), ('T', 'L', 'K'), ('L', 'K', 'T'), ('K', 'T', 'L'), ('T', 'L', 'L'), ('L', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
the gen x times,0JNKSTMS,TKNKSTMS,"[('0', 'J', 'N'), ('J', 'N', 'K'), ('N', 'K', 'S'), ('K', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]","[('T', 'K', 'N'), ('K', 'N', 'K'), ('N', 'K', 'S'), ('K', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]"
current import & export times,KRNTMPRTTKSPRTTMS,,"[('K', 'R', 'N'), ('R', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'P'), ('M', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'T'), ('T', 'T', 'K'), ('T', 'K', 'S'), ('K', 'S', 'P'), ('S', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
dalmia resortimes,TLMRSRTMS,,"[('T', 'L', 'M'), ('L', 'M', 'R'), ('M', 'R', 'S'), ('R', 'S', 'R'), ('S', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
csr times,KSRTMS,,"[('K', 'S', 'R'), ('S', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
rashtriya sab tak times,RXTRSPTKTMS,,"[('R', 'X', 'T'), ('X', 'T', 'R'), ('T', 'R', 'S'), ('R', 'S', 'P'), ('S', 'P', 'T'), ('P', 'T', 'K'), ('T', 'K', 'T'), ('K', 'T', 'M'), ('T', 'M', 'S')]",[]
eklavya times,AKLFTMS,,"[('A', 'K', 'L'), ('K', 'L', 'F'), ('L', 'F', 'T'), ('F', 'T', 'M'), ('T', 'M', 'S')]",[]
kirari times,KRRTMS,,"[('K', 'R', 'R'), ('R', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
g times,KTMS,,"[('K', 'T', 'M'), ('T', 'M', 'S')]",[]
study times,STTTMS,,"[('S', 'T', 'T'), ('T', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
all india c. p. w. d. engineers times,ALNTKKPPTTNJNRSTMS,ALNTKKPPTTNKNRSTMS,"[('A', 'L', 'N'), ('L', 'N', 'T'), ('N', 'T', 'K'), ('T', 'K', 'K'), ('K', 'K', 'P'), ('K', 'P', 'P'), ('P', 'P', 'T'), ('P', 'T', 'T'), ('T', 'T', 'N'), ('T', 'N', 'J'), ('N', 'J', 'N'), ('J', 'N', 'R'), ('N', 'R', 'S'), ('R', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]","[('A', 'L', 'N'), ('L', 'N', 'T'), ('N', 'T', 'K'), ('T', 'K', 'K'), ('K', 'K', 'P'), ('K', 'P', 'P'), ('P', 'P', 'T'), ('P', 'T', 'T'), ('T', 'T', 'N'), ('T', 'N', 'K'), ('N', 'K', 'N'), ('K', 'N', 'R'), ('N', 'R', 'S'), ('R', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]"
satta times,STTMS,,"[('S', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
hind varta times,HNTFRTTMS,,"[('H', 'N', 'T'), ('N', 'T', 'F'), ('T', 'F', 'R'), ('F', 'R', 'T'), ('R', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
rahil times,RHLTMS,,"[('R', 'H', 'L'), ('H', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
match point times,MXPNTTMS,,"[('M', 'X', 'P'), ('X', 'P', 'N'), ('P', 'N', 'T'), ('N', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
times of science & technology,TMSFSNSSTKNLJ,TMSFSNSSTKNLK,"[('T', 'M', 'S'), ('M', 'S', 'F'), ('S', 'F', 'S'), ('F', 'S', 'N'), ('S', 'N', 'S'), ('N', 'S', 'S'), ('S', 'S', 'T'), ('S', 'T', 'K'), ('T', 'K', 'N'), ('K', 'N', 'L'), ('N', 'L', 'J')]","[('T', 'M', 'S'), ('M', 'S', 'F'), ('S', 'F', 'S'), ('F', 'S', 'N'), ('S', 'N', 'S'), ('N', 'S', 'S'), ('S', 'S', 'T'), ('S', 'T', 'K'), ('T', 'K', 'N'), ('K', 'N', 'L'), ('N', 'L', 'K')]"
tanseem times,TNSMTMS,,"[('T', 'N', 'S'), ('N', 'S', 'M'), ('S', 'M', 'T'), ('M', 'T', 'M'), ('T', 'M', 'S')]",[]
navbhavan times,NFPFNTMS,,"[('N', 'F', 'P'), ('F', 'P', 'F'), ('P', 'F', 'N'), ('F', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]",[]
savarkar times,SFRKRTMS,,"[('S', 'F', 'R'), ('F', 'R', 'K'), ('R', 'K', 'R'), ('K', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
the police times,0PLSTMS,TPLSTMS,"[('0', 'P', 'L'), ('P', 'L', 'S'), ('L', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]","[('T', 'P', 'L'), ('P', 'L', 'S'), ('L', 'S', 'T'), ('S', 'T', 'M'), ('T', 'M', 'S')]"
the forward times,0FRRTTMS,TFRRTTMS,"[('0', 'F', 'R'), ('F', 'R', 'R'), ('R', 'R', 'T'), ('R', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]","[('T', 'F', 'R'), ('F', 'R', 'R'), ('R', 'R', 'T'), ('R', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]"
the stitch times,0STXTMS,TSTXTMS,"[('0', 'S', 'T'), ('S', 'T', 'X'), ('T', 'X', 'T'), ('X', 'T', 'M'), ('T', 'M', 'S')]","[('T', 'S', 'T'), ('S', 'T', 'X'), ('T', 'X', 'T'), ('X', 'T', 'M'), ('T', 'M', 'S')]"
real property times,RLPRPRTTMS,,"[('R', 'L', 'P'), ('L', 'P', 'R'), ('P', 'R', 'P'), ('R', 'P', 'R'), ('P', 'R', 'T'), ('R', 'T', 'T'), ('T', 'T', 'M'), ('T', 'M', 'S')]",[]
textile times,TKSTLTMS,,"[('T', 'K', 'S'), ('K', 'S', 'T'), ('S', 'T', 'L'), ('T', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
mukherjee nagar times,MKRJNKRTMS,,"[('M', 'K', 'R'), ('K', 'R', 'J'), ('R', 'J', 'N'), ('J', 'N', 'K'), ('N', 'K', 'R'), ('K', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
future division times,FTRTFSNTMS,FTRTFXNTMS,"[('F', 'T', 'R'), ('T', 'R', 'T'), ('R', 'T', 'F'), ('T', 'F', 'S'), ('F', 'S', 'N'), ('S', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]","[('F', 'T', 'R'), ('T', 'R', 'T'), ('R', 'T', 'F'), ('T', 'F', 'X'), ('F', 'X', 'N'), ('X', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]"
punji times,PNJTMS,,"[('P', 'N', 'J'), ('N', 'J', 'T'), ('J', 'T', 'M'), ('T', 'M', 'S')]",[]
institutional times,ANSTTXNLTMS,,"[('A', 'N', 'S'), ('N', 'S', 'T'), ('S', 'T', 'T'), ('T', 'T', 'X'), ('T', 'X', 'N'), ('X', 'N', 'L'), ('N', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
the examination times,0KSMNXNTMS,TKSMNXNTMS,"[('0', 'K', 'S'), ('K', 'S', 'M'), ('S', 'M', 'N'), ('M', 'N', 'X'), ('N', 'X', 'N'), ('X', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]","[('T', 'K', 'S'), ('K', 'S', 'M'), ('S', 'M', 'N'), ('M', 'N', 'X'), ('N', 'X', 'N'), ('X', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]"
factory times,FKTRTMS,,"[('F', 'K', 'T'), ('K', 'T', 'R'), ('T', 'R', 'T'), ('R', 'T', 'M'), ('T', 'M', 'S')]",[]
shivom times,XFMTMS,,"[('X', 'F', 'M'), ('F', 'M', 'T'), ('M', 'T', 'M'), ('T', 'M', 'S')]",[]
delhi garhwal times,TLKRLTMS,,"[('T', 'L', 'K'), ('L', 'K', 'R'), ('K', 'R', 'L'), ('R', 'L', 'T'), ('L', 'T', 'M'), ('T', 'M', 'S')]",[]
kidsmania times,KTSMNTMS,,"[('K', 'T', 'S'), ('T', 'S', 'M'), ('S', 'M', 'N'), ('M', 'N', 'T'), ('N', 'T', 'M'), ('T', 'M', 'S')]",[]
dadaji times,TTJTMS,,"[('T', 'T', 'J'), ('T', 'J', 'T'), ('J', 'T', 'M'), ('T', 'M', 'S')]",[]
